frame,keypoints
642,"[[0.3872103691101074, 0.45601409673690796, 0.04189467057585716], [0.3612663149833679, 0.4965393543243408, 0.05684866011142731], [0.39091965556144714, 0.45058199763298035, 0.04064807668328285], [0.37817686796188354, 0.4768441617488861, 0.030524350702762604], [0.45071977376937866, 0.542884349822998, 0.02376594766974449], [0.40052172541618347, 0.7078951597213745, 0.006465199403464794], [0.3982810974121094, 0.457876980304718, 0.013972703367471695], [0.47430917620658875, 0.7250101566314697, 0.007305240258574486], [0.46430692076683044, 0.38414764404296875, 0.009791181422770023], [0.549733579158783, 0.621785044670105, 0.008846729062497616], [0.33303970098495483, 0.03057827055454254, 0.06536857038736343], [0.3539496064186096, 0.5889356136322021, 0.058832865208387375], [0.3586258292198181, 0.46116870641708374, 0.06609853357076645], [0.372524619102478, 0.518890380859375, 0.008314037695527077], [0.3720528483390808, 0.47994905710220337, 0.010650408454239368], [0.5659773349761963, 0.5093264579772949, 0.0076996018178761005], [0.5474371314048767, 0.5240820646286011, 0.015748051926493645]]"
643,"[[0.3868532180786133, 0.4552680253982544, 0.04346942529082298], [0.3609711825847626, 0.4958016574382782, 0.060387346893548965], [0.39034515619277954, 0.4498254060745239, 0.043427836149930954], [0.3777722716331482, 0.47689685225486755, 0.03286934271454811], [0.449876606464386, 0.5415207743644714, 0.024451294913887978], [0.4001772403717041, 0.7073822021484375, 0.006932258140295744], [0.3981807231903076, 0.45716649293899536, 0.014574975706636906], [0.47395405173301697, 0.7254416346549988, 0.007597095798701048], [0.463346004486084, 0.3843201994895935, 0.00994856096804142], [0.549382746219635, 0.6221370697021484, 0.008901846595108509], [0.3326995074748993, 0.03119277022778988, 0.06486565619707108], [0.37342679500579834, 0.5714166164398193, 0.06071651354432106], [0.3587115406990051, 0.46085143089294434, 0.06609252840280533], [0.37251290678977966, 0.518126368522644, 0.008566310629248619], [0.37216946482658386, 0.47932910919189453, 0.01104208268225193], [0.5659924149513245, 0.49167418479919434, 0.008226215839385986], [0.5470432043075562, 0.5243428349494934, 0.015925614163279533]]"
644,"[[0.3870910108089447, 0.4557030200958252, 0.04083709046244621], [0.36111316084861755, 0.4963330030441284, 0.0567905530333519], [0.3908136785030365, 0.4501948058605194, 0.040273141115903854], [0.37804287672042847, 0.47656571865081787, 0.0300274807959795], [0.45075565576553345, 0.5425149202346802, 0.023587942123413086], [0.4004926085472107, 0.7076497077941895, 0.006533924024552107], [0.39820849895477295, 0.4575452208518982, 0.013814554549753666], [0.4740588068962097, 0.7250999212265015, 0.007327502127736807], [0.4642316699028015, 0.3839779794216156, 0.009577130898833275], [0.550544023513794, 0.6009711027145386, 0.008560562506318092], [0.332976758480072, 0.03062831237912178, 0.06616577506065369], [0.3540518879890442, 0.5889451503753662, 0.05894547700881958], [0.3587355315685272, 0.46109268069267273, 0.06643980741500854], [0.3727799355983734, 0.5188876986503601, 0.008346381597220898], [0.3722251057624817, 0.4799000024795532, 0.010674461722373962], [0.565916895866394, 0.5092325806617737, 0.007694350555539131], [0.5473592281341553, 0.5240310430526733, 0.015703530982136726]]"
645,"[[0.3869163691997528, 0.4554031789302826, 0.04250415042042732], [0.36098456382751465, 0.4959977865219116, 0.05935093015432358], [0.3904857635498047, 0.4499051570892334, 0.04236610233783722], [0.37785953283309937, 0.4767618775367737, 0.031888119876384735], [0.4501068592071533, 0.5417743921279907, 0.02420995943248272], [0.400160551071167, 0.7073681354522705, 0.00685865106061101], [0.39818963408470154, 0.45730477571487427, 0.014313209801912308], [0.4737536311149597, 0.7254347801208496, 0.007548751775175333], [0.4636245369911194, 0.3841645121574402, 0.00980896782130003], [0.5502984523773193, 0.601185142993927, 0.008577113971114159], [0.3327546715736389, 0.03107691928744316, 0.06517444550991058], [0.373299777507782, 0.5714083909988403, 0.06038796529173851], [0.3586980700492859, 0.4609526991844177, 0.06629111617803574], [0.37268757820129395, 0.5184664726257324, 0.00851958617568016], [0.372261106967926, 0.4795665740966797, 0.01092815212905407], [0.5660327672958374, 0.4916219711303711, 0.008197597227990627], [0.5471066236495972, 0.524178147315979, 0.015817916020751]]"
646,"[[0.3870105743408203, 0.4555651843547821, 0.041973136365413666], [0.3610571622848511, 0.49620676040649414, 0.05872070789337158], [0.39061853289604187, 0.4500805139541626, 0.04169006273150444], [0.37788447737693787, 0.4768613576889038, 0.0314067006111145], [0.45028358697891235, 0.5420240759849548, 0.024165399372577667], [0.4004480838775635, 0.7073711156845093, 0.006931447423994541], [0.3981921672821045, 0.45725858211517334, 0.014193767681717873], [0.47409969568252563, 0.7252988219261169, 0.007515690289437771], [0.46392571926116943, 0.38408756256103516, 0.009741106070578098], [0.5504150390625, 0.6011638045310974, 0.008601550944149494], [0.3327876925468445, 0.031006362289190292, 0.06445677578449249], [0.3543333411216736, 0.5889185667037964, 0.05887771025300026], [0.35886630415916443, 0.46096181869506836, 0.06647573411464691], [0.3728380799293518, 0.5184894800186157, 0.008471676148474216], [0.3723530173301697, 0.47966164350509644, 0.010838691145181656], [0.566077470779419, 0.49163660407066345, 0.00818726047873497], [0.5471871495246887, 0.5241234302520752, 0.015769872814416885]]"
647,"[[0.38724464178085327, 0.45586490631103516, 0.04377637803554535], [0.3613608479499817, 0.496345579624176, 0.0591735877096653], [0.39081069827079773, 0.4505149722099304, 0.04252317547798157], [0.3780919313430786, 0.47718340158462524, 0.03231952711939812], [0.4502406716346741, 0.5424995422363281, 0.02430574782192707], [0.4003641605377197, 0.7076536417007446, 0.006749835330992937], [0.3983095586299896, 0.45758283138275146, 0.01446572132408619], [0.474199503660202, 0.7252655029296875, 0.007486602291464806], [0.4637225270271301, 0.3844291567802429, 0.01001495961099863], [0.5495021939277649, 0.6219667792320251, 0.008890664204955101], [0.33293598890304565, 0.030859198421239853, 0.06503692269325256], [0.3543652296066284, 0.5890994668006897, 0.058634139597415924], [0.3588416278362274, 0.46102237701416016, 0.0659441128373146], [0.3724743723869324, 0.5182984471321106, 0.008457624353468418], [0.3720800578594208, 0.4796578884124756, 0.01085425540804863], [0.5660744905471802, 0.49165934324264526, 0.008191775530576706], [0.5471788048744202, 0.52424156665802, 0.01587253250181675]]"
648,"[[0.38715434074401855, 0.455849289894104, 0.04131123796105385], [0.3612198531627655, 0.4964286684989929, 0.05663566291332245], [0.39087235927581787, 0.4504229426383972, 0.040434762835502625], [0.378139853477478, 0.4767068028450012, 0.030302297323942184], [0.45074403285980225, 0.5428299903869629, 0.023702505975961685], [0.40052682161331177, 0.7077569365501404, 0.0065752011723816395], [0.39825212955474854, 0.45776063203811646, 0.013911592774093151], [0.4742603898048401, 0.725057065486908, 0.007340854033827782], [0.46419757604599, 0.38403210043907166, 0.00967396143823862], [0.5496488809585571, 0.6217976808547974, 0.008867877535521984], [0.33296138048171997, 0.030680041760206223, 0.06558459252119064], [0.3541080355644226, 0.5888966917991638, 0.05892232432961464], [0.3586741089820862, 0.4611264169216156, 0.06626110523939133], [0.37261664867401123, 0.5187684297561646, 0.00832868367433548], [0.37210142612457275, 0.4799148440361023, 0.010647786781191826], [0.5658982992172241, 0.5092512965202332, 0.007700680289417505], [0.5473370552062988, 0.5240821838378906, 0.01572449505329132]]"
649,"[[0.3869166374206543, 0.4552687108516693, 0.04354516789317131], [0.3610309958457947, 0.49584659934043884, 0.0608774833381176], [0.39039146900177, 0.44986650347709656, 0.04357421025633812], [0.37769651412963867, 0.4769730567932129, 0.03303466737270355], [0.44987553358078003, 0.5416272282600403, 0.02446752041578293], [0.40022096037864685, 0.707219123840332, 0.00706641236320138], [0.39805907011032104, 0.4571385085582733, 0.014513533562421799], [0.4740404486656189, 0.7253665328025818, 0.007620813325047493], [0.4632929563522339, 0.3842315077781677, 0.009945699945092201], [0.5493801236152649, 0.6221315860748291, 0.0089414706453681], [0.332774817943573, 0.03105829656124115, 0.06570014357566833], [0.37369561195373535, 0.5715094804763794, 0.061202894896268845], [0.35886284708976746, 0.46100950241088867, 0.06631741672754288], [0.3726230263710022, 0.5180074572563171, 0.008620581589639187], [0.37218213081359863, 0.47948014736175537, 0.011015120893716812], [0.5658918023109436, 0.49164316058158875, 0.00824760552495718], [0.5469352006912231, 0.5243831276893616, 0.015942707657814026]]"
650,"[[0.3871358633041382, 0.4556097388267517, 0.042036689817905426], [0.3612203598022461, 0.4962209165096283, 0.05829708278179169], [0.39077162742614746, 0.4501867890357971, 0.04151538386940956], [0.3780099153518677, 0.47677624225616455, 0.031236380338668823], [0.45049458742141724, 0.5423665046691895, 0.024042818695306778], [0.4004769027233124, 0.707512378692627, 0.006785415578633547], [0.39818310737609863, 0.4574517607688904, 0.014104027301073074], [0.4742121398448944, 0.7251042723655701, 0.007428675889968872], [0.46390026807785034, 0.384072482585907, 0.009752263315021992], [0.5495854616165161, 0.6219165325164795, 0.008891900070011616], [0.3329363167285919, 0.03075270727276802, 0.06597728282213211], [0.35434386134147644, 0.5889414548873901, 0.058862168341875076], [0.35879069566726685, 0.46108341217041016, 0.06631109118461609], [0.37269365787506104, 0.518489420413971, 0.008448888547718525], [0.3721822500228882, 0.4798019528388977, 0.010762134566903114], [0.5660822987556458, 0.49162745475769043, 0.008162273094058037], [0.5471949577331543, 0.524116039276123, 0.015779465436935425]]"
651,"[[0.38689613342285156, 0.4553316831588745, 0.042878832668066025], [0.36098021268844604, 0.495906800031662, 0.05980682000517845], [0.39041969180107117, 0.4499030113220215, 0.042802371084690094], [0.3777678906917572, 0.47687479853630066, 0.0323958583176136], [0.4500542879104614, 0.5419081449508667, 0.024321477860212326], [0.40027087926864624, 0.707439124584198, 0.006935968529433012], [0.3981647193431854, 0.4572678208351135, 0.014410949312150478], [0.47399628162384033, 0.7253796458244324, 0.007576248608529568], [0.46346861124038696, 0.38420945405960083, 0.009874152950942516], [0.5493630170822144, 0.6221115589141846, 0.008899973705410957], [0.33276912569999695, 0.031065240502357483, 0.06519198417663574], [0.3735307455062866, 0.5715469121932983, 0.06095167621970177], [0.35874342918395996, 0.46096712350845337, 0.06622173637151718], [0.3725976347923279, 0.5182193517684937, 0.008515840396285057], [0.3721464276313782, 0.47946617007255554, 0.01091606356203556], [0.565953254699707, 0.4916269779205322, 0.008181260898709297], [0.5469989776611328, 0.5242794752120972, 0.01582898199558258]]"
652,"[[0.3871389329433441, 0.4559541940689087, 0.041435807943344116], [0.36118805408477783, 0.4965018928050995, 0.05658077821135521], [0.3908478915691376, 0.45053207874298096, 0.040361933410167694], [0.37810277938842773, 0.4767613410949707, 0.03028993308544159], [0.45073026418685913, 0.5428449511528015, 0.02370668388903141], [0.40055859088897705, 0.7078133821487427, 0.006558354012668133], [0.3982365131378174, 0.4578040540218353, 0.013900985941290855], [0.4742206037044525, 0.7249739170074463, 0.007341830525547266], [0.4641721248626709, 0.3840692937374115, 0.009695015847682953], [0.5496030449867249, 0.6218270063400269, 0.008849097415804863], [0.3329835534095764, 0.030657097697257996, 0.06492006778717041], [0.35408711433410645, 0.5888737440109253, 0.05890722572803497], [0.3586427569389343, 0.4610593020915985, 0.06614001095294952], [0.3726057708263397, 0.5188277959823608, 0.0083274831995368], [0.37208494544029236, 0.47996455430984497, 0.0106278071179986], [0.5659234523773193, 0.5092495679855347, 0.007693800609558821], [0.5473529696464539, 0.524094820022583, 0.01572929508984089]]"
653,"[[0.38708019256591797, 0.455401748418808, 0.04159640520811081], [0.3611763119697571, 0.4959290027618408, 0.0573226697742939], [0.39075303077697754, 0.4499978721141815, 0.04125581309199333], [0.3781352937221527, 0.47643423080444336, 0.030981017276644707], [0.4506678581237793, 0.5424226522445679, 0.023912519216537476], [0.4005957245826721, 0.7076705694198608, 0.006636480800807476], [0.3983859717845917, 0.45765215158462524, 0.014149506576359272], [0.4742393493652344, 0.7249225974082947, 0.007378115318715572], [0.4639913737773895, 0.3841927647590637, 0.009735753759741783], [0.5494080185890198, 0.6218991875648499, 0.0088350810110569], [0.33284762501716614, 0.030911877751350403, 0.06505428999662399], [0.37318164110183716, 0.5713250041007996, 0.06045407056808472], [0.35854125022888184, 0.4610482156276703, 0.06599504500627518], [0.37245821952819824, 0.5185567140579224, 0.008333081379532814], [0.3720162808895111, 0.4797024130821228, 0.010695436038076878], [0.5658268928527832, 0.5092631578445435, 0.0076850284822285175], [0.5472208261489868, 0.5242167115211487, 0.015751637518405914]]"
654,"[[0.38719046115875244, 0.4556713104248047, 0.040340084582567215], [0.36124187707901, 0.49625736474990845, 0.05538931116461754], [0.39096924662590027, 0.45024383068084717, 0.03963093087077141], [0.37823817133903503, 0.4764503240585327, 0.029599733650684357], [0.4511075019836426, 0.5429685711860657, 0.02333364449441433], [0.400834321975708, 0.7079073190689087, 0.006388820242136717], [0.3983391523361206, 0.4577658176422119, 0.013741563074290752], [0.47444915771484375, 0.7247290015220642, 0.007204139605164528], [0.46443110704421997, 0.38402363657951355, 0.009553784504532814], [0.5496034622192383, 0.6217682361602783, 0.008801216259598732], [0.3330117166042328, 0.030555691570043564, 0.06595589220523834], [0.35402750968933105, 0.5889126658439636, 0.05893237516283989], [0.35858437418937683, 0.46110838651657104, 0.06614870578050613], [0.37256094813346863, 0.5188572406768799, 0.008185532875359058], [0.37200236320495605, 0.4798411726951599, 0.010505666956305504], [0.5659328699111938, 0.5092754364013672, 0.007597843650728464], [0.5473843216896057, 0.5241142511367798, 0.015607833862304688]]"
655,"[[0.38708990812301636, 0.4556979835033417, 0.04026266187429428], [0.36113929748535156, 0.49626654386520386, 0.05542120710015297], [0.39085549116134644, 0.45026135444641113, 0.03958423063158989], [0.37815791368484497, 0.4764527976512909, 0.029564471915364265], [0.45103931427001953, 0.5429700613021851, 0.02334088459610939], [0.40083083510398865, 0.7078959345817566, 0.006423186976462603], [0.3983308970928192, 0.457790732383728, 0.013756003230810165], [0.47441649436950684, 0.7247278690338135, 0.007230108138173819], [0.4642835259437561, 0.3839937448501587, 0.009542415849864483], [0.5495360493659973, 0.6217598915100098, 0.008813684806227684], [0.33293554186820984, 0.030679851770401, 0.06538449227809906], [0.3731222152709961, 0.571385383605957, 0.060466326773166656], [0.3585863709449768, 0.4610465466976166, 0.0661860778927803], [0.37255561351776123, 0.5188865065574646, 0.00820412952452898], [0.3720056414604187, 0.4798350930213928, 0.01053133886307478], [0.5659228563308716, 0.5092406272888184, 0.007616371847689152], [0.5473602414131165, 0.5241151452064514, 0.01563906855881214]]"
656,"[[0.387187123298645, 0.4558660686016083, 0.04110012575984001], [0.3612639605998993, 0.4963800609111786, 0.056015267968177795], [0.3909350335597992, 0.45045381784439087, 0.040098078548908234], [0.3782648742198944, 0.47658711671829224, 0.029982684180140495], [0.45088109374046326, 0.5428987145423889, 0.0235420111566782], [0.4005950093269348, 0.7077500224113464, 0.00641100388020277], [0.39836522936820984, 0.45792877674102783, 0.013892230577766895], [0.47423577308654785, 0.7248132228851318, 0.007202564273029566], [0.46422523260116577, 0.38406503200531006, 0.009647554717957973], [0.5497493743896484, 0.6217786073684692, 0.008800888434052467], [0.3328973650932312, 0.030784612521529198, 0.06457512080669403], [0.35397839546203613, 0.5888038277626038, 0.058794815093278885], [0.35862886905670166, 0.46106991171836853, 0.06611901521682739], [0.3725931644439697, 0.5188145637512207, 0.008283643051981926], [0.37210485339164734, 0.47991204261779785, 0.010616171173751354], [0.5659594535827637, 0.5092297792434692, 0.0076712011359632015], [0.547402560710907, 0.5240802764892578, 0.015685202553868294]]"
657,"[[0.3872719407081604, 0.45549798011779785, 0.04188642278313637], [0.3613602817058563, 0.49600717425346375, 0.057152360677719116], [0.39096134901046753, 0.45009416341781616, 0.041254740208387375], [0.37834662199020386, 0.47648805379867554, 0.030994795262813568], [0.45073840022087097, 0.5424290895462036, 0.023912588134407997], [0.400507390499115, 0.707591712474823, 0.006507938262075186], [0.3984876275062561, 0.4576772153377533, 0.01422122959047556], [0.4741504192352295, 0.7249943017959595, 0.007268673740327358], [0.46398136019706726, 0.384320467710495, 0.00981573574244976], [0.5496072173118591, 0.6218971014022827, 0.008813680149614811], [0.3328287899494171, 0.03094596229493618, 0.06481389701366425], [0.37319785356521606, 0.5713804960250854, 0.060279037803411484], [0.35868191719055176, 0.4611377418041229, 0.06599125266075134], [0.3725927472114563, 0.5185438394546509, 0.008351799100637436], [0.3721747398376465, 0.47971898317337036, 0.010728149674832821], [0.5660990476608276, 0.4916856288909912, 0.00809436570852995], [0.5472288131713867, 0.5242244005203247, 0.015749914571642876]]"
658,"[[0.3870278298854828, 0.4556134343147278, 0.04079199582338333], [0.3610790967941284, 0.49616539478302, 0.05634285509586334], [0.3907521367073059, 0.45015987753868103, 0.04023459553718567], [0.37806951999664307, 0.476460337638855, 0.030042799189686775], [0.4507687985897064, 0.5427558422088623, 0.023486381396651268], [0.4005689322948456, 0.7078554034233093, 0.006523751653730869], [0.39825528860092163, 0.45780715346336365, 0.013839607127010822], [0.4741278290748596, 0.7250811457633972, 0.007417313754558563], [0.4641343951225281, 0.38401246070861816, 0.009623999707400799], [0.5495220422744751, 0.6218230724334717, 0.00888475775718689], [0.3329554796218872, 0.030662132427096367, 0.06565003097057343], [0.3540838956832886, 0.5889198780059814, 0.05883853882551193], [0.35851502418518066, 0.46106845140457153, 0.06615927815437317], [0.37249764800071716, 0.5188316106796265, 0.008281207643449306], [0.37198352813720703, 0.4798109531402588, 0.010624382644891739], [0.5659022331237793, 0.5092835426330566, 0.0076638576574623585], [0.5473326444625854, 0.5241283774375916, 0.015677930787205696]]"
659,"[[0.3867841362953186, 0.4551524519920349, 0.04220326244831085], [0.3608261048793793, 0.4957694709300995, 0.05954453721642494], [0.3903016746044159, 0.4496630132198334, 0.04249357432126999], [0.377652108669281, 0.47666487097740173, 0.03205525875091553], [0.4499758183956146, 0.5418788194656372, 0.02403479814529419], [0.40028852224349976, 0.707535445690155, 0.00700906477868557], [0.3981121778488159, 0.45730191469192505, 0.01430865004658699], [0.4739656150341034, 0.7253069281578064, 0.007737558800727129], [0.4633646011352539, 0.384088397026062, 0.009863952174782753], [0.5500014424324036, 0.601258397102356, 0.008650974370539188], [0.3327716588973999, 0.03105591982603073, 0.06556231528520584], [0.37353068590164185, 0.5715687274932861, 0.06126461923122406], [0.3586992025375366, 0.4609677493572235, 0.06631101667881012], [0.37254855036735535, 0.5183830261230469, 0.008487466722726822], [0.37210091948509216, 0.4794456958770752, 0.0109030706807971], [0.5659328103065491, 0.4916702210903168, 0.008167344145476818], [0.5469924807548523, 0.52424156665802, 0.015834759920835495]]"
660,"[[0.38701480627059937, 0.45548927783966064, 0.04162497818470001], [0.36110541224479675, 0.49604126811027527, 0.05764014273881912], [0.3906822204589844, 0.45005691051483154, 0.041259270161390305], [0.3780108392238617, 0.47654086351394653, 0.030942989513278008], [0.4504580497741699, 0.542429506778717, 0.02386600151658058], [0.40043747425079346, 0.7077352404594421, 0.006735350005328655], [0.39824172854423523, 0.4576283097267151, 0.014086415059864521], [0.4741458296775818, 0.7251467704772949, 0.0075526670552790165], [0.46389687061309814, 0.3841168284416199, 0.009736196137964725], [0.5494152307510376, 0.6219051480293274, 0.008927399292588234], [0.3329371213912964, 0.030761202797293663, 0.06595999747514725], [0.35420751571655273, 0.5889343023300171, 0.058829549700021744], [0.35860252380371094, 0.46107006072998047, 0.06619712710380554], [0.3725201487541199, 0.5186426043510437, 0.0083742281422019], [0.3720475137233734, 0.47972995042800903, 0.010752340778708458], [0.565833330154419, 0.5092949867248535, 0.007741626817733049], [0.5472428798675537, 0.5241677761077881, 0.015783285722136497]]"
661,"[[0.3868395686149597, 0.45578885078430176, 0.04361153021454811], [0.36094534397125244, 0.4963560998439789, 0.060057081282138824], [0.39033955335617065, 0.45036932826042175, 0.042882706969976425], [0.3777579069137573, 0.47727903723716736, 0.03256245329976082], [0.44977402687072754, 0.5421991944313049, 0.024309277534484863], [0.4001995325088501, 0.7075639963150024, 0.007014171220362186], [0.39809244871139526, 0.4576263427734375, 0.014431131072342396], [0.47390875220298767, 0.7254055738449097, 0.00773857906460762], [0.463428258895874, 0.3843187987804413, 0.009966249577701092], [0.5493292808532715, 0.6220413446426392, 0.008986899629235268], [0.332785427570343, 0.0310350488871336, 0.06477958709001541], [0.3544212281703949, 0.5890027284622192, 0.05858880653977394], [0.3586602210998535, 0.46091336011886597, 0.06612417846918106], [0.3725920617580414, 0.5183209180831909, 0.00856805220246315], [0.3721836805343628, 0.47954246401786804, 0.010981729254126549], [0.5660082697868347, 0.49161481857299805, 0.008242948912084103], [0.5470567941665649, 0.5242123603820801, 0.015879277139902115]]"
662,"[[0.38716086745262146, 0.456068217754364, 0.04296332225203514], [0.3612018823623657, 0.4966623783111572, 0.05857936665415764], [0.3907264471054077, 0.4506344497203827, 0.04163103550672531], [0.3779291808605194, 0.47717928886413574, 0.03152497857809067], [0.4501330256462097, 0.5426797270774841, 0.02397799864411354], [0.4002990424633026, 0.7077370882034302, 0.006873186212033033], [0.39816826581954956, 0.4577534794807434, 0.014194861985743046], [0.47408580780029297, 0.7252206206321716, 0.007645276840776205], [0.46378928422927856, 0.3841796815395355, 0.009949824772775173], [0.5494633913040161, 0.621884822845459, 0.008966561406850815], [0.3329595923423767, 0.030783161520957947, 0.06471921503543854], [0.35439953207969666, 0.5889670252799988, 0.05874331295490265], [0.35882192850112915, 0.46095332503318787, 0.06608019769191742], [0.37261685729026794, 0.5186063051223755, 0.008446462452411652], [0.37217244505882263, 0.4798942804336548, 0.010774567723274231], [0.5660613775253296, 0.4916568398475647, 0.008170874789357185], [0.5471786856651306, 0.5241266489028931, 0.015814902260899544]]"
663,"[[0.386790007352829, 0.4551309049129486, 0.04327874630689621], [0.3608975410461426, 0.49569374322891235, 0.06079994514584541], [0.3902711868286133, 0.4497097432613373, 0.043536338955163956], [0.3776324689388275, 0.476831316947937, 0.03294380381703377], [0.4496919512748718, 0.541540801525116, 0.024413233622908592], [0.40004897117614746, 0.7074062824249268, 0.007160019129514694], [0.39807289838790894, 0.45722198486328125, 0.014531576074659824], [0.47371920943260193, 0.7255065441131592, 0.00785853248089552], [0.43735235929489136, 0.38034138083457947, 0.012299874797463417], [0.5491711497306824, 0.6221299171447754, 0.009005820378661156], [0.3327731490135193, 0.03104005753993988, 0.06569782644510269], [0.3735647201538086, 0.5715065598487854, 0.06103707477450371], [0.3587331771850586, 0.46092233061790466, 0.0662141963839531], [0.37255215644836426, 0.5181084871292114, 0.008573039434850216], [0.37215274572372437, 0.4793355464935303, 0.011047889478504658], [0.5659266710281372, 0.4916684627532959, 0.008227691054344177], [0.5469555258750916, 0.5243257880210876, 0.015945671126246452]]"
664,"[[0.3870316743850708, 0.45535337924957275, 0.041314877569675446], [0.36109983921051025, 0.4959653615951538, 0.05759359151124954], [0.39072009921073914, 0.4498750567436218, 0.04114992171525955], [0.37794217467308044, 0.4764412045478821, 0.03073456697165966], [0.45050355792045593, 0.5423070192337036, 0.02375170774757862], [0.40033575892448425, 0.7078115344047546, 0.006668010260909796], [0.3981547951698303, 0.4574676752090454, 0.013966935686767101], [0.47377845644950867, 0.7253574132919312, 0.0075906128622591496], [0.4639427661895752, 0.3839845061302185, 0.009652768261730671], [0.5502340197563171, 0.6010972261428833, 0.008592873811721802], [0.332952082157135, 0.030710764229297638, 0.06610824167728424], [0.35410380363464355, 0.5890746712684631, 0.058802731335163116], [0.3586099147796631, 0.46108269691467285, 0.06630398333072662], [0.37260982394218445, 0.5186730027198792, 0.008329263888299465], [0.3720914125442505, 0.47970449924468994, 0.010724774561822414], [0.5657981038093567, 0.5092869997024536, 0.007718642707914114], [0.5472109913825989, 0.5241168141365051, 0.01571316085755825]]"
665,"[[0.3869362771511078, 0.4551656246185303, 0.043055687099695206], [0.36109209060668945, 0.49565649032592773, 0.05967118218541145], [0.3905143141746521, 0.449774831533432, 0.043086301535367966], [0.3778942823410034, 0.4765462875366211, 0.03240874037146568], [0.4500388503074646, 0.5416936278343201, 0.02430281974375248], [0.40007254481315613, 0.7075616121292114, 0.0068047381937503815], [0.3981982171535492, 0.4573410153388977, 0.014477158896625042], [0.47361165285110474, 0.7255663275718689, 0.0076698679476976395], [0.4634559750556946, 0.3843230605125427, 0.009915086440742016], [0.5493015050888062, 0.6220739483833313, 0.008928668685257435], [0.3327958285808563, 0.031004011631011963, 0.06588722765445709], [0.37336647510528564, 0.5714660286903381, 0.06051846593618393], [0.3586465120315552, 0.46104955673217773, 0.06614532321691513], [0.37248218059539795, 0.5181856155395508, 0.008509905077517033], [0.3720921277999878, 0.4794825315475464, 0.010991035029292107], [0.5660237669944763, 0.49165937304496765, 0.008224784396588802], [0.5470742583274841, 0.524264931678772, 0.0159299299120903]]"
666,"[[0.3870770335197449, 0.4553198218345642, 0.041251860558986664], [0.36112579703330994, 0.49595341086387634, 0.05781981348991394], [0.39075177907943726, 0.4498521685600281, 0.04117085784673691], [0.3779140114784241, 0.4764396846294403, 0.03074727952480316], [0.4504552483558655, 0.5423135757446289, 0.023781070485711098], [0.40030115842819214, 0.7077275514602661, 0.006725239101797342], [0.3981630504131317, 0.45738324522972107, 0.01398649625480175], [0.4738517701625824, 0.7253713607788086, 0.007570356130599976], [0.463918536901474, 0.38395196199417114, 0.009650252759456635], [0.5502817630767822, 0.6010620594024658, 0.00861162506043911], [0.33297964930534363, 0.030659031122922897, 0.06651106476783752], [0.3542824387550354, 0.5890883207321167, 0.058826789259910583], [0.3588210344314575, 0.46109288930892944, 0.0664633959531784], [0.3727582097053528, 0.5185920000076294, 0.008373844437301159], [0.3722069263458252, 0.4797670841217041, 0.010748213157057762], [0.5660817623138428, 0.4916360378265381, 0.008141481317579746], [0.5472039580345154, 0.5240709781646729, 0.0157354474067688]]"
667,"[[0.3870787024497986, 0.4552888572216034, 0.04328817501664162], [0.36118361353874207, 0.4958031177520752, 0.06017392873764038], [0.39062437415122986, 0.44988149404525757, 0.0431034117937088], [0.37785980105400085, 0.4767633080482483, 0.03252081200480461], [0.4499642848968506, 0.5418681502342224, 0.024326253682374954], [0.4000801742076874, 0.7075709700584412, 0.00687636062502861], [0.3982123136520386, 0.45723414421081543, 0.014492188580334187], [0.47370490431785583, 0.7255761623382568, 0.007683871779590845], [0.4634900689125061, 0.3842933773994446, 0.009939223527908325], [0.5494260191917419, 0.6220381855964661, 0.00894889421761036], [0.33292585611343384, 0.03083040378987789, 0.06603546440601349], [0.35444021224975586, 0.5892072916030884, 0.058470726013183594], [0.35895073413848877, 0.46103426814079285, 0.06624884158372879], [0.3727087676525116, 0.5182002186775208, 0.008539685048162937], [0.37226566672325134, 0.47957202792167664, 0.010989106260240078], [0.5660240650177002, 0.4916127324104309, 0.008247512392699718], [0.5471084117889404, 0.5242244005203247, 0.01590409129858017]]"
668,"[[0.38707324862480164, 0.4553179144859314, 0.04137267917394638], [0.36114558577537537, 0.4959707260131836, 0.05793827399611473], [0.390739768743515, 0.44985276460647583, 0.04125870019197464], [0.3779310882091522, 0.4765198230743408, 0.030825871974229813], [0.4504891335964203, 0.5422520041465759, 0.023765332996845245], [0.40033918619155884, 0.7077018022537231, 0.00670338049530983], [0.3981297016143799, 0.4573778510093689, 0.013964899815618992], [0.4738759696483612, 0.7252909541130066, 0.00755222188308835], [0.46387046575546265, 0.38395291566848755, 0.009641398675739765], [0.5502697825431824, 0.6011049151420593, 0.008595069870352745], [0.3329716920852661, 0.030657975003123283, 0.06639385223388672], [0.3542690873146057, 0.5890384912490845, 0.05877184122800827], [0.3586976230144501, 0.46103399991989136, 0.0663442611694336], [0.3726981580257416, 0.5185210108757019, 0.008375696837902069], [0.37215328216552734, 0.479675829410553, 0.010743836872279644], [0.5660659074783325, 0.4916594624519348, 0.008127223700284958], [0.5471831560134888, 0.5241092443466187, 0.015696635469794273]]"
