frame,keypoints
669,"[[0.3868778645992279, 0.455407977104187, 0.04290405660867691], [0.3609941005706787, 0.49598580598831177, 0.05958017334342003], [0.3904384970664978, 0.44998523592948914, 0.04268544912338257], [0.3778213858604431, 0.4768226146697998, 0.032175567001104355], [0.45001721382141113, 0.5418781042098999, 0.02423178218305111], [0.4000951647758484, 0.7075127363204956, 0.006858086679130793], [0.3981395959854126, 0.45740050077438354, 0.014365359209477901], [0.47359490394592285, 0.7255381345748901, 0.007655145134776831], [0.4634525775909424, 0.38421425223350525, 0.009861473925411701], [0.5501670837402344, 0.6011981964111328, 0.008603429421782494], [0.33280110359191895, 0.031027380377054214, 0.06563221663236618], [0.35437899827957153, 0.5890234112739563, 0.058403369039297104], [0.35865113139152527, 0.4610257148742676, 0.06616665422916412], [0.3726199269294739, 0.5182603597640991, 0.00853742379695177], [0.3721744418144226, 0.47955840826034546, 0.010948540642857552], [0.5660234093666077, 0.4916118085384369, 0.008229655213654041], [0.5470892786979675, 0.5241951942443848, 0.015846699476242065]]"
670,"[[0.3869735896587372, 0.4555014967918396, 0.04120076447725296], [0.36100471019744873, 0.4961303174495697, 0.057197801768779755], [0.3906540274620056, 0.44997310638427734, 0.040843650698661804], [0.37792453169822693, 0.4765389561653137, 0.030543655157089233], [0.4505311846733093, 0.5422447919845581, 0.023736225441098213], [0.4002966582775116, 0.7077369689941406, 0.00666967174038291], [0.39815592765808105, 0.4575001001358032, 0.013926776126027107], [0.4735775887966156, 0.7254791259765625, 0.007574229966849089], [0.4639813303947449, 0.3839474320411682, 0.009623703546822071], [0.5494582653045654, 0.6219136118888855, 0.008909898810088634], [0.33287668228149414, 0.030798763036727905, 0.06520336866378784], [0.3540395498275757, 0.5890417098999023, 0.05878513306379318], [0.3585355281829834, 0.461037814617157, 0.0662163645029068], [0.3726162314414978, 0.5188313722610474, 0.008323738351464272], [0.3721039891242981, 0.47973495721817017, 0.010701577179133892], [0.5658210515975952, 0.5092997550964355, 0.007711275480687618], [0.5472338199615479, 0.5241210460662842, 0.015688857063651085]]"
671,"[[0.3870217800140381, 0.4555136561393738, 0.04196202754974365], [0.3611205220222473, 0.49600932002067566, 0.05745861679315567], [0.3906911611557007, 0.450063556432724, 0.04140051081776619], [0.3780665397644043, 0.47648629546165466, 0.031029112637043], [0.45050621032714844, 0.5422782897949219, 0.023875484243035316], [0.40027815103530884, 0.7077324390411377, 0.0065651643089950085], [0.3982793688774109, 0.4576941132545471, 0.01412996370345354], [0.47365379333496094, 0.7253794074058533, 0.007481805514544249], [0.46383363008499146, 0.38417893648147583, 0.009744943119585514], [0.5494407415390015, 0.6219468116760254, 0.008870203047990799], [0.3328405022621155, 0.030949881300330162, 0.06502987444400787], [0.3540511727333069, 0.5890150666236877, 0.05856121703982353], [0.3584899604320526, 0.4611038863658905, 0.06600169837474823], [0.3724045157432556, 0.5187262892723083, 0.008354084566235542], [0.3719814717769623, 0.47977280616760254, 0.010748786851763725], [0.5661351680755615, 0.4916946589946747, 0.00812731496989727], [0.5472248792648315, 0.5242192149162292, 0.01578129455447197]]"
672,"[[0.3872825801372528, 0.4560714662075043, 0.041963476687669754], [0.3612782657146454, 0.49666985869407654, 0.05616059899330139], [0.39095622301101685, 0.4506053626537323, 0.04036448895931244], [0.378106951713562, 0.4768686890602112, 0.03039463423192501], [0.4506415128707886, 0.5429959297180176, 0.023564118891954422], [0.40032297372817993, 0.7082467079162598, 0.006475373636931181], [0.3982088565826416, 0.4579635560512543, 0.013917055912315845], [0.4740317463874817, 0.725303053855896, 0.00754944933578372], [0.46406495571136475, 0.3839316964149475, 0.00982468668371439], [0.5493203401565552, 0.6219834089279175, 0.00890642125159502], [0.33306944370269775, 0.030499428510665894, 0.0649978369474411], [0.35409611463546753, 0.5891545414924622, 0.058702997863292694], [0.3585522770881653, 0.46111011505126953, 0.06585749238729477], [0.37236925959587097, 0.5190060138702393, 0.008242626674473286], [0.37188300490379333, 0.48002535104751587, 0.010572356171905994], [0.5657272338867188, 0.5094889402389526, 0.007661772891879082], [0.5471794605255127, 0.5242801308631897, 0.015699200332164764]]"
673,"[[0.38680803775787354, 0.45568162202835083, 0.04192546755075455], [0.36087775230407715, 0.4962155520915985, 0.0576309971511364], [0.39043307304382324, 0.45022833347320557, 0.04131609946489334], [0.37778806686401367, 0.47675833106040955, 0.03105890564620495], [0.4503476619720459, 0.5425127148628235, 0.023848334327340126], [0.4002711772918701, 0.7080180048942566, 0.006607502698898315], [0.39807677268981934, 0.45779210329055786, 0.014017676003277302], [0.4739604592323303, 0.7253784537315369, 0.007573928218334913], [0.4637010991573334, 0.3840726613998413, 0.0097423130646348], [0.5492750406265259, 0.6220319271087646, 0.00893354695290327], [0.33287563920021057, 0.030861016362905502, 0.06538011878728867], [0.35414919257164, 0.5891227722167969, 0.05867179110646248], [0.3584586977958679, 0.46113321185112, 0.06606662273406982], [0.37241029739379883, 0.518756628036499, 0.008385790511965752], [0.37195345759391785, 0.47980254888534546, 0.010752188973128796], [0.5657436847686768, 0.5093961954116821, 0.007759069558233023], [0.5471587777137756, 0.5242558717727661, 0.01579807698726654]]"
674,"[[0.38703906536102295, 0.45564040541648865, 0.04057109355926514], [0.3610568940639496, 0.49624764919281006, 0.05585247278213501], [0.39078760147094727, 0.45014485716819763, 0.03994734585285187], [0.37804195284843445, 0.4763985872268677, 0.029736580327153206], [0.45078834891319275, 0.542601466178894, 0.023469839245080948], [0.4003351926803589, 0.7078888416290283, 0.006520016118884087], [0.3981427550315857, 0.4578431248664856, 0.013712918385863304], [0.4736461043357849, 0.7254270911216736, 0.0075203836895525455], [0.464189738035202, 0.38390278816223145, 0.00957829412072897], [0.5494561195373535, 0.621850848197937, 0.008907321840524673], [0.33293616771698, 0.030643872916698456, 0.06519652903079987], [0.35392528772354126, 0.5889297723770142, 0.05866456776857376], [0.358379602432251, 0.4610745906829834, 0.06607834994792938], [0.3724917769432068, 0.5189986228942871, 0.008262877352535725], [0.3719903230667114, 0.47993630170822144, 0.010596126317977905], [0.5658572912216187, 0.5093581676483154, 0.007653131615370512], [0.5472849607467651, 0.5241796970367432, 0.01563793048262596]]"
675,"[[0.387023389339447, 0.4557918310165405, 0.04189672693610191], [0.36107274889945984, 0.49636727571487427, 0.057233452796936035], [0.39068496227264404, 0.4503067433834076, 0.04101533815264702], [0.3780145049095154, 0.47678714990615845, 0.030721748247742653], [0.4504530131816864, 0.542560338973999, 0.02376074157655239], [0.4001438617706299, 0.7077691555023193, 0.006580267567187548], [0.3981202244758606, 0.4579245448112488, 0.013966279104351997], [0.47349417209625244, 0.7255921363830566, 0.007547995075583458], [0.46382737159729004, 0.3839878737926483, 0.009709659032523632], [0.549500584602356, 0.6219120621681213, 0.008907503448426723], [0.3328177332878113, 0.03085116110742092, 0.06522666662931442], [0.3540336787700653, 0.589096188545227, 0.05855650454759598], [0.3584458529949188, 0.4612002372741699, 0.0660708025097847], [0.3724619150161743, 0.5188291668891907, 0.008377614431083202], [0.3720090389251709, 0.47987544536590576, 0.010727628134191036], [0.5660982131958008, 0.49170511960983276, 0.008127138949930668], [0.547224760055542, 0.5241478681564331, 0.015684552490711212]]"
676,"[[0.3869965672492981, 0.45585596561431885, 0.04245423525571823], [0.36107298731803894, 0.4964219331741333, 0.057916656136512756], [0.3906249701976776, 0.4503794312477112, 0.04146704450249672], [0.3779805898666382, 0.4769285321235657, 0.03121020644903183], [0.45032793283462524, 0.5424365401268005, 0.02399781160056591], [0.4002222716808319, 0.7078086137771606, 0.006675736978650093], [0.3982040584087372, 0.45775339007377625, 0.014113652519881725], [0.4736390709877014, 0.7255998849868774, 0.0076238978654146194], [0.46385645866394043, 0.3841162919998169, 0.009764173999428749], [0.5494838356971741, 0.621959924697876, 0.008934248238801956], [0.3329005837440491, 0.030825942754745483, 0.06456552445888519], [0.35408708453178406, 0.5890361070632935, 0.05849622189998627], [0.35851478576660156, 0.4610304534435272, 0.06601374596357346], [0.37254664301872253, 0.5187504887580872, 0.008405722677707672], [0.3721023201942444, 0.4797912836074829, 0.010774639435112476], [0.5661462545394897, 0.4916738271713257, 0.008154436945915222], [0.5472497344017029, 0.5241372585296631, 0.015752015635371208]]"
677,"[[0.3871797025203705, 0.4555826187133789, 0.044090837240219116], [0.36130401492118835, 0.4960199296474457, 0.05970039963722229], [0.3907284736633301, 0.45020461082458496, 0.043119847774505615], [0.37803491950035095, 0.47692522406578064, 0.03263722360134125], [0.44999584555625916, 0.5419659614562988, 0.024489596486091614], [0.3999365270137787, 0.7076468467712402, 0.006773715373128653], [0.39826637506484985, 0.45759159326553345, 0.01456809975206852], [0.47340720891952515, 0.7258211970329285, 0.007719405461102724], [0.4636189341545105, 0.38447725772857666, 0.010054673068225384], [0.5494272708892822, 0.6220803260803223, 0.008932129479944706], [0.33292433619499207, 0.03087998926639557, 0.06494927406311035], [0.3541785180568695, 0.589185357093811, 0.05805855616927147], [0.3586699962615967, 0.4610394239425659, 0.06571897119283676], [0.37239110469818115, 0.5183389186859131, 0.008517698384821415], [0.37205907702445984, 0.47967302799224854, 0.01096699945628643], [0.5660906434059143, 0.4916754364967346, 0.008231893181800842], [0.5471633076667786, 0.5242712497711182, 0.015928583219647408]]"
678,"[[0.38695430755615234, 0.4555976390838623, 0.041566163301467896], [0.3610171675682068, 0.49618780612945557, 0.05750240013003349], [0.39063534140586853, 0.4500957727432251, 0.04107455909252167], [0.37788403034210205, 0.47665414214134216, 0.03070412017405033], [0.45043420791625977, 0.5423444509506226, 0.023869791999459267], [0.4001510739326477, 0.7078342437744141, 0.006657793652266264], [0.39805981516838074, 0.45766112208366394, 0.013917192816734314], [0.47345447540283203, 0.7257117629051208, 0.0076362090185284615], [0.46394890546798706, 0.3840218484401703, 0.009665003046393394], [0.5494784116744995, 0.6219235062599182, 0.008935531601309776], [0.3329521715641022, 0.030730489641427994, 0.06577294319868088], [0.35398539900779724, 0.5891685485839844, 0.058611202985048294], [0.35848745703697205, 0.4611569046974182, 0.06622925400733948], [0.37253886461257935, 0.5188642144203186, 0.008356348611414433], [0.3720491826534271, 0.47981756925582886, 0.010742591693997383], [0.5661453604698181, 0.4917179346084595, 0.008123602718114853], [0.5472566485404968, 0.5241289138793945, 0.015710195526480675]]"
679,"[[0.3868773579597473, 0.4555940628051758, 0.04230191186070442], [0.360978901386261, 0.49615156650543213, 0.05816102400422096], [0.3905109763145447, 0.45012983679771423, 0.0417427122592926], [0.3779013156890869, 0.4767685532569885, 0.031348682940006256], [0.45025432109832764, 0.5420987606048584, 0.024112271144986153], [0.40009841322898865, 0.7077127695083618, 0.006734437774866819], [0.3981238007545471, 0.4576721787452698, 0.014147956855595112], [0.47331756353378296, 0.7257735133171082, 0.007676887325942516], [0.4637024998664856, 0.38418692350387573, 0.009759361855685711], [0.5493878126144409, 0.6220090389251709, 0.00892947893589735], [0.33281978964805603, 0.030968373641371727, 0.06490175426006317], [0.354061484336853, 0.5891442894935608, 0.05837208405137062], [0.35840293765068054, 0.4611021876335144, 0.06601596623659134], [0.3724784255027771, 0.5186904668807983, 0.008431026712059975], [0.3720424771308899, 0.47971224784851074, 0.010831119492650032], [0.5661246180534363, 0.49166250228881836, 0.008162551559507847], [0.5471915006637573, 0.5241892337799072, 0.01578192226588726]]"
680,"[[0.38695430755615234, 0.45584940910339355, 0.040701646357774734], [0.3609604835510254, 0.49654683470726013, 0.05616740137338638], [0.3906700015068054, 0.4503517746925354, 0.039915766566991806], [0.37786588072776794, 0.4768335819244385, 0.02986164391040802], [0.4506572484970093, 0.5427722930908203, 0.023513445630669594], [0.4004228711128235, 0.7080655097961426, 0.006636701058596373], [0.39802634716033936, 0.4577479064464569, 0.013662719167768955], [0.4737669825553894, 0.7255067229270935, 0.007636142894625664], [0.4641903340816498, 0.3839232921600342, 0.009557638317346573], [0.5493447780609131, 0.6218247413635254, 0.00896360632032156], [0.33301693201065063, 0.030555248260498047, 0.06560167670249939], [0.3540886342525482, 0.5890803337097168, 0.05888128653168678], [0.3584251403808594, 0.4610055685043335, 0.06617024540901184], [0.37260884046554565, 0.5189715623855591, 0.008254335261881351], [0.3720467984676361, 0.47981712222099304, 0.010592587292194366], [0.5658131241798401, 0.5093348026275635, 0.007665685843676329], [0.5472477674484253, 0.5241147875785828, 0.01561365369707346]]"
681,"[[0.3870532214641571, 0.4558245539665222, 0.04139561206102371], [0.361019104719162, 0.49656280875205994, 0.057172924280166626], [0.3906805217266083, 0.4503138065338135, 0.04051569476723671], [0.37776821851730347, 0.4770258367061615, 0.030437741428613663], [0.4504236578941345, 0.5426568984985352, 0.023591460660099983], [0.40027520060539246, 0.7079562544822693, 0.006790702231228352], [0.3979574143886566, 0.45762091875076294, 0.013774294406175613], [0.4737491011619568, 0.7256137132644653, 0.007726612035185099], [0.4639579951763153, 0.38387343287467957, 0.00960825476795435], [0.549293041229248, 0.6219106912612915, 0.008977051824331284], [0.3330109715461731, 0.030565127730369568, 0.06531357020139694], [0.354314923286438, 0.589226245880127, 0.0588199682533741], [0.35860931873321533, 0.46099552512168884, 0.06615561246871948], [0.3726322054862976, 0.5188027620315552, 0.008317899890244007], [0.3720652759075165, 0.47985348105430603, 0.01062172744423151], [0.5656788349151611, 0.509333074092865, 0.007670576684176922], [0.5470866560935974, 0.5241588950157166, 0.015613047406077385]]"
682,"[[0.38715970516204834, 0.45610272884368896, 0.04190368205308914], [0.36118242144584656, 0.4967135787010193, 0.05701110139489174], [0.3908354640007019, 0.4506482481956482, 0.0404881127178669], [0.3779846429824829, 0.4770472049713135, 0.03038087859749794], [0.4504653215408325, 0.5427627563476562, 0.023751569911837578], [0.40012919902801514, 0.7078752517700195, 0.006673719268292189], [0.3980267643928528, 0.4579138457775116, 0.013820349238812923], [0.4734465479850769, 0.7256858348846436, 0.007637574803084135], [0.46412891149520874, 0.38405510783195496, 0.009696591645479202], [0.5495319366455078, 0.6218339204788208, 0.008940136060118675], [0.33306342363357544, 0.03052639588713646, 0.06542618572711945], [0.3541160225868225, 0.5891120433807373, 0.058571215718984604], [0.358585000038147, 0.4610728919506073, 0.0660267099738121], [0.3726152777671814, 0.5189179182052612, 0.00836944580078125], [0.3721049726009369, 0.4800529181957245, 0.01066257432103157], [0.5658479928970337, 0.5092813372612, 0.0077120354399085045], [0.5472588539123535, 0.5241055488586426, 0.01567200943827629]]"
683,"[[0.38694775104522705, 0.45541128516197205, 0.04181993380188942], [0.3609740436077118, 0.4960523843765259, 0.05820583924651146], [0.39055514335632324, 0.4499020576477051, 0.041546162217855453], [0.37776440382003784, 0.4766658544540405, 0.03114924021065235], [0.4502405524253845, 0.5420095920562744, 0.02393823117017746], [0.4000196158885956, 0.7076508402824402, 0.00685276510193944], [0.3979940414428711, 0.4575279653072357, 0.014006588608026505], [0.4732641875743866, 0.725804328918457, 0.00775237986817956], [0.46374374628067017, 0.3839882016181946, 0.009688307531177998], [0.5501238107681274, 0.6011750102043152, 0.008609579876065254], [0.3328690230846405, 0.03084401786327362, 0.06540431082248688], [0.35422319173812866, 0.5892446041107178, 0.05843166261911392], [0.35853132605552673, 0.461073637008667, 0.06612908095121384], [0.3725261688232422, 0.5187276005744934, 0.008419548161327839], [0.3720572888851166, 0.4798364043235779, 0.010766429826617241], [0.5660161972045898, 0.4916963577270508, 0.008110426366329193], [0.547074019908905, 0.5242301225662231, 0.015728479251265526]]"
